id,name,serving_size,calories,total_fat,protein,carbohydrate
7995,"Beef, raw, select, trimmed to 0"" fat, separable lean only, boneless, flat half, brisket",100 g,124,4.1g,21.74 g,0.00 g
7996,"CAMPBELL'S CHUNKY Microwavable Bowls, ready-to-serve, Old Fashioned Vegetable Beef Soup",100 g,41,0.6g,2.86 g,5.71 g
7997,"Pork, pan-broil, heated, separable lean only, bone-in, slice, ham -- water added, cured",100 g,131,4.3g,22.04 g,1.48 g
7998,"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean only, top round, round",100 g,207,5.8g,36.12 g,0.00 g
7999,"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean only, top round, round",100 g,190,4g,36.12 g,0.00 g
8000,"Infant formula, not reconstituted, powder, with iron, NUTRAMIGEN, ENFAMIL, MEAD JOHNSON",100 g,502,25g,14.20 g,55.00 g
8001,"Infant formula, with ARA and DHA, ready-to-feed, with iron, ENFAMIL LIPIL, MEAD JOHNSON",100 g,64,3.5g,1.38 g,7.10 g
8002,"Milk, vitamin A and vitamin D, with added nonfat milk solids, 1% milkfat, fluid, lowfat",100 g,43,1g,3.48 g,4.97 g
8003,"Pork, pan-fried, cooked, separable lean only, bone-in, center loin (chops), loin, fresh",100 g,195,7.7g,29.56 g,0.00 g
8004,"Infant formula, with ARA and DHA, ready-to-feed, For Spit Up, SIMILAC, ABBOTT NUTRITION",100 g,66,3.5g,1.40 g,7.19 g
8005,"Beef, braised, cooked, separable lean and fat, brisket navel end, imported, New Zealand",100 g,453,41g,20.14 g,0.00 g
8006,"Seeds, from unroasted kernels (non-chemically removed seed coat), tahini, sesame butter",100 g,607,56g,17.95 g,17.89 g
8007,"Potatoes, as purchased, frozen, salt not added in processing, cottage-cut, french fried",100 g,153,5.8g,2.42 g,23.98 g
8008,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, boneless, chuck eye steak",100 g,227,17g,18.86 g,0.00 g
8009,"Pork, unheated, separable lean and fat, boneless, whole, ham with natural juices, cured",100 g,112,3.4g,19.38 g,1.02 g
8010,"Lamb, fast roasted, cooked, separable lean only, boneless, chump, imported, New Zealand",100 g,142,5.3g,23.69 g,0.00 g
8011,"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean and fat, arm, shoulder, domestic",100 g,260,21g,16.79 g,0.00 g
8012,"Soymilk, vitamins A and D, with added calcium, unsweetened, light, original and vanilla",100 g,34,0.9g,2.62 g,3.85 g
8013,"Beef, raw, choice, trimmed to 0"" fat, separable lean only, boneless, flat half, brisket",100 g,137,5.8g,21.28 g,0.00 g
8014,"Pork, broiled, cooked, separable lean and fat, bone-in, center rib (chops), loin, fresh",100 g,222,13g,24.42 g,0.00 g
8015,"Pork, braised, cooked, separable lean and fat, bone-in, center rib (chops), loin, fresh",100 g,261,16g,26.66 g,0.00 g
8016,"Lamb, raw, choice, trimmed to 1/8"" fat, separable lean and fat, arm, shoulder, domestic",100 g,244,19g,17.19 g,0.00 g
8017,"Pork, roasted, cooked, separable lean and fat, boneless, top loin (roasts), loin, fresh",100 g,192,8.8g,26.45 g,0.00 g
8018,"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, boneless, chuck eye steak",100 g,216,16g,18.86 g,0.00 g
8019,"English muffins, with calcium propionate (includes sourdough), enriched, toasted, plain",100 g,270,2g,10.32 g,52.65 g
8020,"Oil, used for whipped toppings and coffee whiteners, coconut (hydrogenated), industrial",100 g,880,100g,0.00 g,0.00 g
8021,"Infant formula, not reconstituted, powder, with iron, ISOMIL, SIMILAC, ABBOTT NUTRITION",100 g,517,28g,12.60 g,53.57 g
8022,"CAMPBELL'S CHUNKY Microwavable Bowls, ready-to-serve, Grilled Chicken and Sausage Gumbo",100 g,57,1.6g,2.86 g,7.35 g
8023,"CAMPBELL'S CHUNKY Microwavable Bowls, ready-to-serve, Beef with Country Vegetables Soup",100 g,61,1.2g,4.08 g,8.57 g
8024,"Pork, roasted, heated, separable lean only, bone-in, rump, ham and water product, cured",100 g,131,4.7g,21.28 g,1.15 g
8025,"Beef, raw, select, trimmed to 1/8"" fat, separable lean only, roast, bottom round, round",100 g,128,3.7g,22.18 g,0.00 g
8026,"Cereals, without salt, stove-top, cooked with water, 1 minute cook time, CREAM OF WHEAT",100 g,56,0.4g,1.65 g,11.16 g
8027,"Lamb, braised, cooked, trimmed to 1/8"" fat, separable lean and fat, foreshank, domestic",100 g,243,13g,28.37 g,0.00 g
8028,"Margarine, CANOLA HARVEST Soft Spread (canola, palm and palm kernel oils), tub, 80% fat",100 g,730,80g,0.41 g,1.39 g
8029,"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, steak, top round, round",100 g,164,7.7g,22.18 g,0.00 g
8030,"Beef, raw, choice, trimmed to 1/8"" fat, separable lean and fat, steak, top round, round",100 g,168,8.2g,21.94 g,0.00 g
8031,"Cowpeas, with salt, boiled, cooked, mature seeds, common (blackeyes, crowder, southern)",100 g,116,0.5g,7.73 g,20.76 g
8032,"Pork, pan-fried, cooked, separable lean only, boneless, center rib (chops), loin, fresh",100 g,224,12g,27.68 g,0.00 g
8033,"Pork, roasted, cooked, bone-in, separable lean and fat, country-style ribs, loin, fresh",100 g,359,29g,21.75 g,0.00 g
8034,"Pork, broiled, cooked, bone-in, separable lean and fat, country-style ribs, loin, fresh",100 g,260,18g,25.58 g,0.00 g
8035,"Infant formula, with ARA and DHA, ready to feed, low iron, LIPIL, ENFAMIL, MEAD JOHNSON",100 g,64,3.5g,1.38 g,7.18 g
8036,"Beef, raw, choice, trimmed to 1/8"" fat, separable lean only, roast, eye of round, round",100 g,128,3.4g,22.88 g,0.00 g
8037,"Beef, raw, choice, trimmed to 1/8"" fat, separable lean only, roast, bottom round, round",100 g,140,5g,22.22 g,0.00 g
8038,"Beef, braised, cooked, separable lean and fat, brisket point end, imported, New Zealand",100 g,250,14g,31.94 g,0.00 g
8039,"Beef, raw, select, trimmed to 1/8"" fat, separable lean only, roast, eye of round, round",100 g,119,2.6g,22.31 g,0.00 g
8040,"Beef, broiled, cooked, choice, trimmed to 0"" fat, separable lean only, top blade, chuck",100 g,217,12g,26.11 g,0.00 g
8041,"Beef, broiled, cooked, select, trimmed to 0"" fat, separable lean only, top blade, chuck",100 g,184,8g,26.16 g,0.00 g
8042,"Pork, roasted, heated, separable lean and fat, bone-in, rump, ham -- water added, cured",100 g,161,8.6g,20.10 g,0.99 g
8043,"Beef, raw, choice, trimmed to 1/8"" fat, separable lean and fat, whole (ribs 6-12), rib",100 g,322,28g,16.34 g,0.00 g
8044,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, flat half, brisket",100 g,277,22g,17.94 g,0.00 g
8045,"Fast foods, vegetables and mayonnaise, large patty; with condiments, hamburger; single",100 g,226,12g,11.34 g,17.33 g
8046,"Infant formula, not reconstituted, powder, AA LIPIL, NUTRAMIGEN, ENFAMIL, MEAD JOHNSON",100 g,500,26g,14.00 g,51.00 g
8047,"Milk, with added vitamin A and vitamin D, protein fortified, 1% milkfat, fluid, lowfat",100 g,48,1.2g,3.93 g,5.52 g
8048,"HOT POCKETS, frozen, and Cheddar Stuffed Sandwich, Broccoli, CROISSANT POCKETS Chicken",100 g,235,8.6g,8.90 g,30.40 g
8049,"Pork, pan-fried, cooked, separable lean only, bone-in, center rib (chops), loin, fresh",100 g,211,9.7g,28.84 g,0.00 g
8050,"Pork, roasted, cooked, separable lean and fat, boneless, sirloin (roasts), loin, fresh",100 g,192,7.3g,29.62 g,0.00 g
8051,"Fast foods, vegetables and mayonnaise, large patty; with condiments, hamburger; double",100 g,252,16g,13.94 g,13.74 g
8052,"Pork, raw, separable lean and fat only, boneless, blade (chops or roasts), loin, fresh",100 g,157,7.9g,20.54 g,0.76 g
8053,"Beverages, fortified, Revive Fruit Punch, Glaceau Vitamin Water, The COCA-COLA company",100 g,0,0g,0.00 g,0.00 g
8054,"Beef, fast roasted, cooked, separable lean and fat, bolar blade, imported, New Zealand",100 g,228,11g,31.30 g,0.00 g
8055,"Chicken, original seasoning, rotisserie, cooked, meat only, breast, broilers or fryers",100 g,137,2.8g,28.00 g,0.00 g
8056,"Potatoes, oven-heated, frozen, salt not added in processing, cottage-cut, french fried",100 g,218,8.2g,3.44 g,34.03 g
8057,"Infant Formula, with ARA and DHA, ready-to-feed, ENFACARE LIPIL, ENFAMIL, MEAD JOHNSON",100 g,71,3.8g,2.00 g,7.40 g
8058,"Pork, unheated, separable lean and fat, bone-in, slice, ham with natural juices, cured",100 g,159,7.4g,22.82 g,0.17 g
8059,"Pork, unheated, separable lean and fat, bone-in, shank, ham with natural juices, cured",100 g,191,11g,22.35 g,0.32 g
8060,"Lamb, fast roasted, cooked, separable lean and fat, loin saddle, imported, New Zealand",100 g,274,21g,21.13 g,0.10 g
8061,"Beef, raw, select, trimmed to 0"" fat, separable lean only, boneless, short ribs, chuck",100 g,161,9g,20.14 g,0.00 g
8062,"Beef, raw, choice, trimmed to 0"" fat, separable lean only, boneless, short ribs, chuck",100 g,175,11g,19.38 g,0.29 g
8063,"Pork, raw, separable lean and fat, boneless, center rib (chops or roasts), loin, fresh",100 g,211,14g,19.90 g,0.00 g
8064,"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean and fat, steak, flank",100 g,263,16g,26.98 g,0.00 g
8065,"Beef, broiled, cooked, choice, trimmed to 0"" fat, separable lean and fat, steak, flank",100 g,202,9.3g,27.55 g,0.00 g
8066,"Margarine-like spread, SMART BALANCE Omega Plus Spread (with plant sterols & fish oil)",100 g,605,71g,0.13 g,0.16 g
8067,"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, whole (ribs 6-12), rib",100 g,288,24g,16.75 g,0.00 g
8068,"Chicken, batter, fried, cooked, meat and skin and giblets and neck, broilers or fryers",100 g,291,18g,22.84 g,9.03 g
8069,"Lamb, roasted, cooked, choice, trimmed to 1/4"" fat, separable lean only, rib, domestic",100 g,232,13g,26.16 g,0.00 g
8070,"Lamb, broiled, cooked, choice, trimmed to 1/4"" fat, separable lean only, rib, domestic",100 g,235,13g,27.74 g,0.00 g
8071,"Lamb, fast roasted, cooked, separable lean only, boneless, loin, imported, New Zealand",100 g,156,4.5g,28.99 g,0.00 g
8072,"Pork, roasted, cooked, separable lean only, bone-in, center loin (roasts), loin, fresh",100 g,194,8g,28.58 g,0.00 g
8073,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, blade roast, chuck",100 g,248,19g,17.16 g,0.00 g
8074,"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean only, shank half, leg, domestic",100 g,125,4.2g,20.52 g,0.00 g
8075,"Pork, broiled, cooked, separable lean and fat, boneless, top loin (chops), loin, fresh",100 g,196,9.1g,26.62 g,0.00 g
8076,"Pork, braised, cooked, separable lean and fat, boneless, top loin (chops), loin, fresh",100 g,200,8.3g,29.20 g,0.00 g
8077,"Applesauce, without added ascorbic acid (includes USDA commodity), unsweetened, canned",100 g,42,0.1g,0.17 g,11.27 g
8078,"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean only, blade, shoulder, domestic",100 g,151,7.6g,19.29 g,0.00 g
8079,"Pork, roasted, heated, separable lean only, boneless, whole, ham -- water added, cured",100 g,117,4.4g,17.99 g,1.57 g
8080,"Beverages, 3-2-1 plan, Ready-To-Drink,  High Protein Shake, Meal replacement, SLIMFAST",100 g,58,2.9g,6.59 g,0.85 g
8081,"Infant formula, not reconstituted, powder, with iron, LACTOFREE, ENFAMIL, MEAD JOHNSON",100 g,521,28g,10.85 g,57.00 g
8082,"Pork, roasted, cooked, separable lean only, boneless, center rib (roasts), loin, fresh",100 g,214,10g,28.81 g,0.00 g
8083,"Pork, roasted, cooked, separable lean and fat, boston (roasts), blade, shoulder, fresh",100 g,269,19g,23.11 g,0.00 g
8084,"Pork, broiled, cooked, separable lean and fat, boston (steaks), blade, shoulder, fresh",100 g,259,17g,25.58 g,0.00 g
8085,"Beef, broiled, cooked, select, trimmed to 0"" fat, separable lean and fat, steak, flank",100 g,183,7.2g,27.78 g,0.00 g
8086,"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, bone-in, back ribs, rib",100 g,239,18g,19.11 g,0.46 g
8087,"Infant Formula, prepared from powder, with iron, ENFAMIL GENTLEASE LIPIL, MEAD JOHNSON",100 g,63,3.5g,1.52 g,6.39 g
8088,"Squash, with salt, drained, boiled, cooked, frozen, crookneck and straightneck, summer",100 g,25,0.2g,1.28 g,5.54 g
8089,"SUPPER BAKES MEAL KITS, Traditional Roast Chicken with stuffing (chicken not included)",100 g,190,3.6g,5.94 g,34.44 g
8090,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, steak, top sirloin",100 g,201,13g,20.30 g,0.00 g
8091,"Lamb, raw, trimmed to 1/8"" fat, separable lean only, loin, fresh, imported, Australian",100 g,146,6.2g,21.00 g,0.00 g
8092,"Beverages, prepared with water, without added sodium, powder, fruit punch-flavor drink",100 g,37,0g,0.00 g,9.47 g
8093,"Vegetables, no salt added, mixed (corn, lima beans, peas, green beans, carrots) canned",100 g,37,0.2g,1.40 g,7.31 g
8094,"Squash, without salt, drained, boiled, cooked, frozen, includes skin, zucchini, summer",100 g,17,0.1g,1.15 g,3.56 g
8095,"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, roast, tip round, round",100 g,126,4g,21.07 g,0.00 g
8096,"Pork, roasted, cooked, separable lean only, bone-in, center rib (roasts), loin, fresh",100 g,206,9.2g,28.82 g,0.00 g
8097,"Pork, roasted, cooked, separable lean and fat, bone-in, sirloin (roasts), loin, fresh",100 g,230,13g,26.64 g,0.00 g
8098,"Pork, roasted, heated, separable lean only, bone-in, shank, ham -- water added, cured",100 g,128,4.4g,20.92 g,1.20 g
8099,"Pork, unheated, separable lean and fat, bone-in, rump, ham with natural juices, cured",100 g,200,13g,19.70 g,0.43 g
8100,"Pork, unheated, separable lean and fat, boneless, whole, ham and water product, cured",100 g,117,5g,14.05 g,4.21 g
8101,"Margarine-like, with added vitamin D, with salt, stick, 60% fat, vegetable oil spread",100 g,537,60g,0.12 g,0.69 g
8102,"Soup, prepared with equal volume low fat (2%) milk, canned, new england, clam chowder",100 g,61,2g,3.24 g,7.46 g
8103,"PREGO Pasta, ready-to-serve, Heart Smart- Roasted Red Pepper and Garlic Italian Sauce",100 g,56,1.2g,1.60 g,10.40 g
8104,"Pork, broiled, cooked, separable lean and fat, boneless, sirloin (chops), loin, fresh",100 g,170,5.5g,28.19 g,0.00 g
8105,"Pork, braised, cooked, separable lean and fat, boneless, sirloin (chops), loin, fresh",100 g,171,5.5g,28.41 g,0.00 g
8106,"Pork, roasted, cooked, boneless, separable lean only, country-style ribs, loin, fresh",100 g,219,11g,29.20 g,0.00 g
8107,"Pork, broiled, cooked, boneless, separable lean only, country-style ribs, loin, fresh",100 g,216,12g,27.83 g,0.00 g
8108,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, arm pot roast, chuck",100 g,132,4.2g,22.11 g,0.00 g
8109,"Beverages, with non dairy creamer, decaffeinated, sweetened, vanilla, instant, coffee",100 g,465,13g,0.00 g,86.28 g
8110,"Chicken, original seasoning, rotisserie, cooked, meat only, thigh, broilers or fryers",100 g,196,11g,24.06 g,0.00 g
8111,"Cereals, with salt, cooked with water, enriched, regular and quick, white, corn grits",100 g,71,0.5g,1.71 g,14.76 g
8112,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, steak, tenderloin",100 g,247,18g,19.61 g,0.00 g
8113,"Potatoes, as purchased, frozen, salt not added in processing, all types, french fried",100 g,150,4.7g,2.24 g,24.81 g
8114,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, bone-in, back ribs, rib",100 g,336,30g,15.75 g,0.90 g
8115,"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, bone-in, back ribs, rib",100 g,305,26g,16.75 g,0.60 g
8116,"Beef, raw, choice, trimmed to 0"" fat, separable lean only, boneless, ribeye cap steak",100 g,187,11g,19.46 g,1.75 g
8117,"Beef, raw, select, trimmed to 0"" fat, separable lean only, boneless, ribeye cap steak",100 g,169,9.4g,20.05 g,1.15 g
8118,"Beef, raw, prime, trimmed to 1/8"" fat, separable lean and fat, whole (ribs 6-12), rib",100 g,355,32g,16.15 g,0.00 g
8119,"Chicken, flour, fried, cooked, meat and skin and giblets and neck, broilers or fryers",100 g,272,15g,28.57 g,3.27 g
8120,"Pork, raw, separable lean and fat, bone-in, center rib (chops or roasts), loin, fresh",100 g,186,11g,20.28 g,0.00 g
8121,"Pork, braised, cooked, separable lean only, bone-in, center loin (chops), loin, fresh",100 g,200,7.9g,30.20 g,0.00 g
8122,"Beverages, prepared with whole milk, powder, cereal grain beverage, coffee substitute",100 g,65,3.3g,3.30 g,5.60 g
8123,"SUPPER BAKES MEAL KITS, Savory Pork Chops with herb stuffing (pork chop not included)",100 g,181,1.2g,5.91 g,36.64 g
8124,"Beverages,  3-2-1 Plan, ready-to-drink, regular, meal replacement, SLIMFAST, UNILEVER",100 g,57,1.9g,3.32 g,7.74 g
8125,"Pork, broiled, cooked, separable lean only, boneless, center rib (chops), loin, fresh",100 g,216,10g,29.46 g,0.00 g
8126,"Pork, braised, cooked, separable lean only, boneless, center rib (chops), loin, fresh",100 g,211,10g,27.95 g,0.00 g
8127,"Infant formula, not reconstituted, powder, with iron, PROSOBEE, ENFAMIL, MEAD JOHNSON",100 g,510,27g,12.50 g,54.30 g
8128,"Grapefruit juice, diluted with 3 volume water, unsweetened, frozen concentrate, white",100 g,41,0.1g,0.55 g,9.73 g
8129,"Frostings, NFSMI Recipe No. C-32, with butter, prepared-from-recipe, chocolate, glaze",100 g,359,7.2g,1.42 g,72.18 g
8130,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, roast, tip round, round",100 g,156,7.7g,20.16 g,0.00 g
8131,"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, roast, tip round, round",100 g,145,6.3g,20.80 g,0.00 g
8132,"VAN'S, Gluten Free, Crispy Six Whole Grain + Four Seed Baked Crackers, The Perfect 10",100 g,471,19g,7.63 g,67.57 g
8133,"Infant formula, not reconstituted, liquid concentrate, soy, store brand, PBM PRODUCTS",100 g,126,7g,3.60 g,12.18 g
8134,"Pork, pan-fried, cooked, separable lean only, boneless, top loin (chops), loin, fresh",100 g,172,4.6g,30.46 g,0.00 g
8135,"Cereals ready-to-eat, KELLOGG'S SMART START Strong Heart Antioxidants Cereal, KELLOGG",100 g,371,1.5g,7.50 g,86.80 g
8136,"Cheese product, fortified with vitamin D, reduced fat, American, pasteurized process",100 g,240,14g,17.60 g,10.60 g
8137,"Infant formula, 24 calories ready-to-feed Low iron, Premature, ENFAMIL, MEAD JOHNSON",100 g,67,3.3g,1.97 g,7.19 g
8138,"Infant formula, 20 calories ready-to-feed Low iron, Premature, ENFAMIL, MEAD JOHNSON",100 g,66,3.3g,1.97 g,7.21 g
8139,"Pork, broiled, cooked, separable lean only, bone-in, center rib (chops), loin, fresh",100 g,186,8.4g,25.79 g,0.00 g
8140,"Pork, braised, cooked, separable lean and fat, bone-in, sirloin (chops), loin, fresh",100 g,234,12g,28.81 g,0.00 g
8141,"Pork, broiled, cooked, separable lean and fat, bone-in, sirloin (chops), loin, fresh",100 g,222,12g,26.96 g,0.00 g
